iteration,rmse,datetime_start,datetime_complete,duration,max_depth,max_leaves,min_samples_leaf,min_samples_split,n_bins,n_estimators,state
209,2743.7114255437527,2023-02-25 23:57:01.935184,2023-02-26 00:05:42.675719,0 days 00:08:40.740535,143.0,1914.0,120.0,122.0,936.0,1812.0,COMPLETE
203,2743.8235921802484,2023-02-25 23:04:57.359199,2023-02-25 23:13:41.362938,0 days 00:08:44.003739,138.0,1915.0,120.0,116.0,892.0,1856.0,COMPLETE
300,2743.876746689,2023-02-27 00:31:14.351350,2023-02-27 00:40:39.996214,0 days 00:09:25.644864,139.0,1791.0,120.0,122.0,960.0,1624.0,COMPLETE
215,2743.8918287015417,2023-02-26 00:51:15.667515,2023-02-26 01:03:07.446304,0 days 00:11:51.778789,141.0,1875.0,120.0,118.0,978.0,1995.0,COMPLETE
212,2743.9005750115166,2023-02-26 00:23:06.616333,2023-02-26 00:31:49.842060,0 days 00:08:43.225727,147.0,1904.0,120.0,121.0,918.0,1817.0,COMPLETE
222,2743.9716040464864,2023-02-26 02:07:01.245234,2023-02-26 02:18:05.578177,0 days 00:11:04.332943,136.0,1936.0,120.0,114.0,984.0,1875.0,COMPLETE
262,2743.9824428213174,2023-02-26 10:05:50.431313,2023-02-26 10:15:37.173441,0 days 00:09:46.742128,137.0,1903.0,120.0,108.0,1000.0,1646.0,COMPLETE
259,2744.0030027950884,2023-02-26 09:36:27.267857,2023-02-26 09:46:45.890857,0 days 00:10:18.623000,131.0,1901.0,120.0,112.0,979.0,1724.0,COMPLETE
223,2744.01084751291,2023-02-26 02:18:05.578536,2023-02-26 02:29:24.191790,0 days 00:11:18.613254,137.0,1937.0,120.0,108.0,991.0,1889.0,COMPLETE
240,2744.033180941696,2023-02-26 06:18:15.826769,2023-02-26 06:29:21.571194,0 days 00:11:05.744425,141.0,1894.0,120.0,116.0,1000.0,1869.0,COMPLETE
226,2744.0535366126037,2023-02-26 03:45:15.302252,2023-02-26 03:56:45.368896,0 days 00:11:30.066644,136.0,1940.0,120.0,108.0,1000.0,1935.0,COMPLETE
